"marriagedata.rownum","poll","poll.firm","poll.year","id","statenum","statename","region.cat","female","race.wbh","edu.cat","age.cat","age.cat6","age.edu.cat6","educ","age","democrat","republican","black","hispanic","weight","yes.of.opinion.holders","yes.of.all","state","state.initnum","region","no.of.all","no.of.opinion.holders"
"805","Gall2005Aug22","Gall",2005,80805,4,"california",4,1,1,4,3,4,22,4,50,0,0,0,0,NA,1,1,"CA",5,"west",0,0
"806","Gall2005Aug22","Gall",2005,80806,4,"california",4,0,1,2,3,4,20,2,54,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"807","Gall2005Aug22","Gall",2005,80807,4,"california",4,1,1,4,2,3,16,3,35,1,0,0,0,NA,1,1,"CA",5,"west",0,0
"808","Gall2005Aug22","Gall",2005,80808,31,"new york",1,0,1,4,3,4,22,3,50,0,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"809","Gall2005Aug22","Gall",2005,80809,47,"west virginia",3,0,1,4,2,3,16,4,40,1,0,0,0,NA,0,0,"WV",50,"south",1,1
"810","Gall2005Aug22","Gall",2005,80810,34,"ohio",2,1,1,2,4,6,32,1,75,1,0,0,0,NA,0,0,"OH",36,"midwest",1,1
"811","Gall2005Aug22","Gall",2005,80811,32,"north carolina",3,0,1,4,2,2,10,3,31,0,0,0,0,NA,1,1,"NC",28,"south",0,0
"812","Gall2005Aug22","Gall",2005,80812,32,"north carolina",3,0,1,3,4,6,33,2,79,0,1,0,0,NA,0,0,"NC",28,"south",1,1
"813","Gall2005Aug22","Gall",2005,80813,9,"florida",3,0,1,4,4,6,34,4,76,0,0,0,0,NA,1,1,"FL",10,"south",0,0
"814","Gall2005Aug22","Gall",2005,80814,39,"south carolina",3,1,1,1,4,6,31,1,82,0,0,0,0,NA,0,0,"SC",41,"south",1,1
"815","Gall2005Aug22","Gall",2005,80815,18,"maine",1,1,1,4,3,5,28,4,58,1,0,0,0,NA,1,1,"ME",22,"northeast",0,0
"816","Gall2005Aug22","Gall",2005,80816,45,"virginia",3,0,1,4,4,6,34,4,66,1,0,0,0,NA,1,1,"VA",46,"south",0,0
"817","Gall2005Aug22","Gall",2005,80817,9,"florida",3,0,1,2,3,5,26,1,64,0,0,0,0,NA,0,0,"FL",10,"south",1,1
"818","Gall2005Aug22","Gall",2005,80818,9,"florida",3,0,1,4,3,5,28,3,56,0,1,0,0,NA,0,0,"FL",10,"south",1,1
"819","Gall2005Aug22","Gall",2005,80819,20,"massachusetts",1,1,3,3,2,2,9,2,33,1,0,0,1,NA,0,0,"MA",20,"northeast",1,1
"820","Gall2005Aug22","Gall",2005,80820,44,"vermont",1,0,1,2,3,5,26,1,64,0,0,0,0,NA,1,1,"VT",47,"northeast",0,0
"821","Gall2005Aug22","Gall",2005,80821,18,"maine",1,0,1,3,3,5,27,2,55,0,0,0,0,NA,0,0,"ME",22,"northeast",1,1
"822","Gall2005Aug22","Gall",2005,80822,34,"ohio",2,0,1,3,4,6,33,2,69,1,0,0,0,NA,1,1,"OH",36,"midwest",0,0
"823","Gall2005Aug22","Gall",2005,80823,9,"florida",3,0,1,4,3,5,28,3,56,0,0,0,0,NA,0,0,"FL",10,"south",1,1
"824","Gall2005Aug22","Gall",2005,80824,9,"florida",3,0,3,4,3,5,28,4,59,0,1,0,1,NA,0,0,"FL",10,"south",1,1
"825","Gall2005Aug22","Gall",2005,80825,9,"florida",3,1,1,2,4,6,32,1,75,0,1,0,0,NA,0,0,"FL",10,"south",1,1
"826","Gall2005Aug22","Gall",2005,80826,34,"ohio",2,0,1,2,3,4,20,1,54,0,0,0,0,NA,NA,0,"OH",36,"midwest",1,NA
"827","Gall2005Aug22","Gall",2005,80827,16,"kentucky",3,0,1,4,4,6,34,4,76,1,0,0,0,NA,0,0,"KY",18,"south",1,1
"828","Gall2005Aug22","Gall",2005,80828,34,"ohio",2,0,1,4,2,3,16,3,35,0,0,0,0,NA,1,1,"OH",36,"midwest",0,0
"829","Gall2005Aug22","Gall",2005,80829,37,"pennsylvania",1,1,2,3,4,6,33,2,65,1,0,1,0,NA,0,0,"PA",39,"northeast",1,1
"830","Gall2005Aug22","Gall",2005,80830,37,"pennsylvania",1,0,1,3,2,3,15,2,35,1,0,0,0,NA,1,1,"PA",39,"northeast",0,0
"831","Gall2005Aug22","Gall",2005,80831,32,"north carolina",3,0,2,1,3,4,19,1,50,1,0,1,0,NA,0,0,"NC",28,"south",1,1
"832","Gall2005Aug22","Gall",2005,80832,34,"ohio",2,0,1,4,3,5,28,4,55,0,1,0,0,NA,0,0,"OH",36,"midwest",1,1
"833","Gall2005Aug22","Gall",2005,80833,34,"ohio",2,1,1,2,4,6,32,1,90,0,0,0,0,NA,0,0,"OH",36,"midwest",1,1
"834","Gall2005Aug22","Gall",2005,80834,38,"rhode island",1,0,1,2,3,5,26,1,60,0,0,0,0,NA,0,0,"RI",40,"northeast",1,1
"835","Gall2005Aug22","Gall",2005,80835,29,"new jersey",1,0,1,3,2,2,9,2,32,1,0,0,0,NA,1,1,"NJ",32,"northeast",0,0
"836","Gall2005Aug22","Gall",2005,80836,20,"massachusetts",1,0,1,3,2,3,15,2,44,1,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"837","Gall2005Aug22","Gall",2005,80837,34,"ohio",2,1,1,4,3,4,22,3,51,0,0,0,0,NA,1,1,"OH",36,"midwest",0,0
"838","Gall2005Aug22","Gall",2005,80838,19,"maryland",3,0,1,2,3,4,20,1,52,0,1,0,0,NA,0,0,"MD",21,"south",1,1
"839","Gall2005Aug22","Gall",2005,80839,29,"new jersey",1,0,1,4,3,4,22,4,51,0,1,0,0,NA,1,1,"NJ",32,"northeast",0,0
"840","Gall2005Aug22","Gall",2005,80840,31,"new york",1,1,1,4,3,4,22,3,49,0,0,0,0,NA,NA,0,"NY",35,"northeast",1,NA
"841","Gall2005Aug22","Gall",2005,80841,31,"new york",1,0,1,4,3,4,22,3,47,1,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"842","Gall2005Aug22","Gall",2005,80842,34,"ohio",2,0,1,2,3,4,20,1,50,0,1,0,0,NA,0,0,"OH",36,"midwest",1,1
"843","Gall2005Aug22","Gall",2005,80843,37,"pennsylvania",1,1,1,4,3,4,22,3,46,1,0,0,0,NA,1,1,"PA",39,"northeast",0,0
"844","Gall2005Aug22","Gall",2005,80844,47,"west virginia",3,0,1,4,4,6,34,4,68,0,1,0,0,NA,0,0,"WV",50,"south",1,1
"845","Gall2005Aug22","Gall",2005,80845,9,"florida",3,1,1,4,4,6,34,3,67,1,0,0,0,NA,1,1,"FL",10,"south",0,0
"846","Gall2005Aug22","Gall",2005,80846,31,"new york",1,0,1,4,3,4,22,3,47,0,0,0,0,NA,0,0,"NY",35,"northeast",1,1
"847","Gall2005Aug22","Gall",2005,80847,34,"ohio",2,0,1,3,3,4,21,2,48,0,1,0,0,NA,0,0,"OH",36,"midwest",1,1
"848","Gall2005Aug22","Gall",2005,80848,9,"florida",3,0,1,4,4,6,34,4,72,0,0,0,0,NA,0,0,"FL",10,"south",1,1
"849","Gall2005Aug22","Gall",2005,80849,9,"florida",3,1,1,3,NA,NA,NA,2,NA,0,0,0,0,NA,0,0,"FL",10,"south",1,1
"850","Gall2005Aug22","Gall",2005,80850,20,"massachusetts",1,0,1,2,3,4,20,1,53,0,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"851","Gall2005Aug22","Gall",2005,80851,21,"michigan",2,0,1,4,3,4,22,3,51,0,0,0,0,NA,1,1,"MI",23,"midwest",0,0
"852","Gall2005Aug22","Gall",2005,80852,37,"pennsylvania",1,1,1,1,4,6,31,1,85,1,0,0,0,NA,NA,0,"PA",39,"northeast",1,NA
"853","Gall2005Aug22","Gall",2005,80853,37,"pennsylvania",1,0,1,4,2,3,16,3,36,0,1,0,0,NA,1,1,"PA",39,"northeast",0,0
"854","Gall2005Aug22","Gall",2005,80854,32,"north carolina",3,1,1,3,3,4,21,2,45,0,0,0,0,NA,1,1,"NC",28,"south",0,0
"855","Gall2005Aug22","Gall",2005,80855,21,"michigan",2,1,2,4,3,4,22,3,47,1,0,1,0,NA,1,1,"MI",23,"midwest",0,0
"856","Gall2005Aug22","Gall",2005,80856,10,"georgia",3,1,1,2,3,5,26,1,55,0,0,0,0,NA,0,0,"GA",11,"south",1,1
"857","Gall2005Aug22","Gall",2005,80857,19,"maryland",3,0,2,2,2,2,8,1,34,0,1,1,0,NA,0,0,"MD",21,"south",1,1
"858","Gall2005Aug22","Gall",2005,80858,41,"tennessee",3,1,1,2,2,2,8,1,34,1,0,0,0,NA,0,0,"TN",43,"south",1,1
"859","Gall2005Aug22","Gall",2005,80859,42,"texas",3,1,1,3,2,3,15,2,36,1,0,0,0,NA,1,1,"TX",44,"south",0,0
"860","Gall2005Aug22","Gall",2005,80860,44,"vermont",1,1,1,4,3,5,28,4,62,0,0,0,0,NA,1,1,"VT",47,"northeast",0,0
"861","Gall2005Aug22","Gall",2005,80861,19,"maryland",3,1,1,1,3,5,25,1,62,1,0,0,0,NA,0,0,"MD",21,"south",1,1
"862","Gall2005Aug22","Gall",2005,80862,20,"massachusetts",1,0,2,2,2,3,14,1,37,1,0,1,0,NA,0,0,"MA",20,"northeast",1,1
"863","Gall2005Aug22","Gall",2005,80863,24,"missouri",2,1,1,4,2,3,16,4,43,0,1,0,0,NA,0,0,"MO",25,"midwest",1,1
"864","Gall2005Aug22","Gall",2005,80864,37,"pennsylvania",1,0,1,3,4,6,33,2,69,0,1,0,0,NA,0,0,"PA",39,"northeast",1,1
"865","Gall2005Aug22","Gall",2005,80865,30,"new mexico",4,1,1,3,3,5,27,2,55,0,1,0,0,NA,1,1,"NM",33,"west",0,0
"866","Gall2005Aug22","Gall",2005,80866,1,"alabama",3,0,1,1,1,1,1,1,24,1,0,0,0,NA,0,0,"AL",2,"south",1,1
"867","Gall2005Aug22","Gall",2005,80867,42,"texas",3,0,1,3,NA,NA,NA,2,NA,0,0,0,0,NA,0,0,"TX",44,"south",1,1
"868","Gall2005Aug22","Gall",2005,80868,31,"new york",1,0,1,4,4,6,34,3,83,0,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"869","Gall2005Aug22","Gall",2005,80869,38,"rhode island",1,0,1,3,1,1,3,2,23,1,0,0,0,NA,1,1,"RI",40,"northeast",0,0
"870","Gall2005Aug22","Gall",2005,80870,27,"nevada",4,1,1,3,4,6,33,2,70,0,0,0,0,NA,1,1,"NV",34,"west",0,0
"871","Gall2005Aug22","Gall",2005,80871,34,"ohio",2,1,1,4,3,4,22,4,52,0,0,0,0,NA,1,1,"OH",36,"midwest",0,0
"872","Gall2005Aug22","Gall",2005,80872,25,"montana",4,1,1,2,3,5,26,1,60,1,0,0,0,NA,0,0,"MT",27,"west",1,1
"873","Gall2005Aug22","Gall",2005,80873,12,"illinois",2,0,1,4,3,5,28,4,57,0,1,0,0,NA,0,0,"IL",15,"midwest",1,1
"874","Gall2005Aug22","Gall",2005,80874,14,"iowa",2,0,3,4,2,3,16,3,44,0,0,0,1,NA,0,0,"IA",13,"midwest",1,1
"875","Gall2005Aug22","Gall",2005,80875,46,"washington",4,1,1,2,3,5,26,1,58,0,0,0,0,NA,1,1,"WA",48,"west",0,0
"876","Gall2005Aug22","Gall",2005,80876,4,"california",4,0,2,4,2,3,16,4,38,1,0,1,0,NA,1,1,"CA",5,"west",0,0
"877","Gall2005Aug22","Gall",2005,80877,13,"indiana",2,0,1,3,4,6,33,2,72,0,1,0,0,NA,0,0,"IN",16,"midwest",1,1
"878","Gall2005Aug22","Gall",2005,80878,26,"nebraska",2,1,1,4,3,5,28,4,56,1,0,0,0,NA,1,1,"NE",30,"midwest",0,0
"879","Gall2005Aug22","Gall",2005,80879,4,"california",4,0,1,2,4,6,32,1,71,0,0,0,0,NA,0,0,"CA",5,"west",1,1
"880","Gall2005Aug22","Gall",2005,80880,35,"oklahoma",3,1,1,4,2,3,16,4,39,0,1,0,0,NA,0,0,"OK",37,"south",1,1
"881","Gall2005Aug22","Gall",2005,80881,42,"texas",3,1,1,3,3,5,27,2,64,0,1,0,0,NA,0,0,"TX",44,"south",1,1
"882","Gall2005Aug22","Gall",2005,80882,39,"south carolina",3,0,1,2,3,4,20,1,49,0,1,0,0,NA,0,0,"SC",41,"south",1,1
"883","Gall2005Aug22","Gall",2005,80883,4,"california",4,1,1,2,3,5,26,1,61,1,0,0,0,NA,1,1,"CA",5,"west",0,0
"884","Gall2005Aug22","Gall",2005,80884,4,"california",4,1,3,3,2,3,15,2,42,0,0,0,1,NA,1,1,"CA",5,"west",0,0
"885","Gall2005Aug22","Gall",2005,80885,4,"california",4,1,3,3,1,2,9,2,29,1,0,0,1,NA,0,0,"CA",5,"west",1,1
"886","Gall2005Aug22","Gall",2005,80886,10,"georgia",3,0,1,3,3,4,21,2,47,0,0,0,0,NA,1,1,"GA",11,"south",0,0
"887","Gall2005Aug22","Gall",2005,80887,17,"louisiana",3,0,2,4,2,3,16,3,38,0,0,1,0,NA,1,1,"LA",19,"south",0,0
"888","Gall2005Aug22","Gall",2005,80888,43,"utah",4,1,1,3,1,2,9,2,28,0,0,0,0,NA,1,1,"UT",45,"west",0,0
"889","Gall2005Aug22","Gall",2005,80889,10,"georgia",3,1,1,2,3,5,26,1,62,0,0,0,0,NA,0,0,"GA",11,"south",1,1
"890","Gall2005Aug22","Gall",2005,80890,29,"new jersey",1,0,1,1,4,6,31,1,71,0,1,0,0,NA,0,0,"NJ",32,"northeast",1,1
"891","Gall2005Aug22","Gall",2005,80891,43,"utah",4,1,1,2,1,1,2,1,18,0,0,0,0,NA,1,1,"UT",45,"west",0,0
"892","Gall2005Aug22","Gall",2005,80892,45,"virginia",3,0,1,4,3,4,22,3,46,0,1,0,0,NA,0,0,"VA",46,"south",1,1
"893","Gall2005Aug22","Gall",2005,80893,31,"new york",1,1,1,4,3,4,22,3,46,0,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"894","Gall2005Aug22","Gall",2005,80894,32,"north carolina",3,1,2,2,3,5,26,1,55,1,0,1,0,NA,0,0,"NC",28,"south",1,1
"895","Gall2005Aug22","Gall",2005,80895,4,"california",4,1,1,3,4,6,33,2,83,0,1,0,0,NA,1,1,"CA",5,"west",0,0
"896","Gall2005Aug22","Gall",2005,80896,4,"california",4,1,3,4,2,2,10,4,30,0,1,0,1,NA,0,0,"CA",5,"west",1,1
"897","Gall2005Aug22","Gall",2005,80897,34,"ohio",2,1,1,4,NA,NA,NA,4,NA,0,1,0,0,NA,0,0,"OH",36,"midwest",1,1
"898","Gall2005Aug22","Gall",2005,80898,4,"california",4,1,1,3,3,4,21,2,51,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"899","Gall2005Aug22","Gall",2005,80899,4,"california",4,0,1,3,3,5,27,2,61,0,1,0,0,NA,1,1,"CA",5,"west",0,0
"900","Gall2005Aug22","Gall",2005,80900,39,"south carolina",3,0,1,4,2,2,10,4,31,0,1,0,0,NA,0,0,"SC",41,"south",1,1
"901","Gall2005Aug22","Gall",2005,80901,11,"idaho",4,1,3,2,1,2,8,1,28,0,0,0,1,NA,1,1,"ID",14,"west",0,0
"902","Gall2005Aug22","Gall",2005,80902,29,"new jersey",1,0,1,2,4,6,32,1,78,1,0,0,0,NA,0,0,"NJ",32,"northeast",1,1
"903","Gall2005Aug22","Gall",2005,80903,13,"indiana",2,1,1,3,3,4,21,2,46,0,0,0,0,NA,1,1,"IN",16,"midwest",0,0
"904","Gall2005Aug22","Gall",2005,80904,18,"maine",1,0,1,4,3,4,22,4,51,1,0,0,0,NA,0,0,"ME",22,"northeast",1,1
"905","Gall2005Aug22","Gall",2005,80905,34,"ohio",2,1,1,2,3,5,26,1,57,0,1,0,0,NA,0,0,"OH",36,"midwest",1,1
"906","Gall2005Aug22","Gall",2005,80906,36,"oregon",4,1,1,4,2,3,16,4,39,1,0,0,0,NA,1,1,"OR",38,"west",0,0
"907","Gall2005Aug22","Gall",2005,80907,4,"california",4,0,1,3,4,6,33,2,72,0,0,0,0,NA,1,1,"CA",5,"west",0,0
"908","Gall2005Aug22","Gall",2005,80908,19,"maryland",3,0,1,4,2,3,16,4,36,0,0,0,0,NA,0,0,"MD",21,"south",1,1
"909","Gall2005Aug22","Gall",2005,80909,37,"pennsylvania",1,0,1,2,3,4,20,1,48,0,1,0,0,NA,0,0,"PA",39,"northeast",1,1
"910","Gall2005Aug22","Gall",2005,80910,13,"indiana",2,1,1,4,4,6,34,3,72,0,0,0,0,NA,1,1,"IN",16,"midwest",0,0
"911","Gall2005Aug22","Gall",2005,80911,24,"missouri",2,1,2,1,4,6,31,1,75,1,0,1,0,NA,0,0,"MO",25,"midwest",1,1
"912","Gall2005Aug22","Gall",2005,80912,42,"texas",3,1,1,4,2,3,16,3,40,0,0,0,0,NA,0,0,"TX",44,"south",1,1
"913","Gall2005Aug22","Gall",2005,80913,12,"illinois",2,1,1,1,4,6,31,1,80,0,0,0,0,NA,1,1,"IL",15,"midwest",0,0
"914","Gall2005Aug22","Gall",2005,80914,24,"missouri",2,1,1,3,3,4,21,2,53,1,0,0,0,NA,1,1,"MO",25,"midwest",0,0
"915","Gall2005Aug22","Gall",2005,80915,13,"indiana",2,1,1,1,1,1,1,1,21,0,0,0,0,NA,1,1,"IN",16,"midwest",0,0
"916","Gall2005Aug22","Gall",2005,80916,37,"pennsylvania",1,0,1,2,3,5,26,1,55,1,0,0,0,NA,0,0,"PA",39,"northeast",1,1
"917","Gall2005Aug22","Gall",2005,80917,29,"new jersey",1,0,1,2,2,2,8,2,32,0,0,0,0,NA,1,1,"NJ",32,"northeast",0,0
"918","Gall2005Aug22","Gall",2005,80918,9,"florida",3,0,3,4,4,6,34,4,69,1,0,0,1,NA,1,1,"FL",10,"south",0,0
"919","Gall2005Aug22","Gall",2005,80919,34,"ohio",2,1,1,3,2,2,9,2,31,0,0,0,0,NA,1,1,"OH",36,"midwest",0,0
"920","Gall2005Aug22","Gall",2005,80920,20,"massachusetts",1,1,3,4,1,2,10,3,28,1,0,0,1,NA,1,1,"MA",20,"northeast",0,0
"921","Gall2005Aug22","Gall",2005,80921,45,"virginia",3,0,1,4,2,2,10,3,34,0,0,0,0,NA,1,1,"VA",46,"south",0,0
"922","Gall2005Aug22","Gall",2005,80922,31,"new york",1,1,1,4,3,4,22,4,54,0,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"923","Gall2005Aug22","Gall",2005,80923,6,"connecticut",1,1,1,2,1,1,2,1,18,1,0,0,0,NA,1,1,"CT",7,"northeast",0,0
"924","Gall2005Aug22","Gall",2005,80924,37,"pennsylvania",1,1,1,4,4,6,34,3,84,0,1,0,0,NA,0,0,"PA",39,"northeast",1,1
"925","Gall2005Aug22","Gall",2005,80925,47,"west virginia",3,1,1,3,3,4,21,2,45,1,0,0,0,NA,1,1,"WV",50,"south",0,0
"926","Gall2005Aug22","Gall",2005,80926,20,"massachusetts",1,0,1,4,4,6,34,4,71,1,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"927","Gall2005Aug22","Gall",2005,80927,37,"pennsylvania",1,1,1,4,3,5,28,4,63,0,0,0,0,NA,0,0,"PA",39,"northeast",1,1
"928","Gall2005Aug22","Gall",2005,80928,10,"georgia",3,1,3,4,2,3,16,3,40,1,0,0,1,NA,1,1,"GA",11,"south",0,0
"929","Gall2005Aug22","Gall",2005,80929,16,"kentucky",3,1,1,2,4,6,32,1,68,1,0,0,0,NA,0,0,"KY",18,"south",1,1
"930","Gall2005Aug22","Gall",2005,80930,28,"new hampshire",1,1,1,3,1,1,3,2,24,1,0,0,0,NA,1,1,"NH",31,"northeast",0,0
"931","Gall2005Aug22","Gall",2005,80931,31,"new york",1,1,2,2,3,5,26,1,58,1,0,1,0,NA,0,0,"NY",35,"northeast",1,1
"932","Gall2005Aug22","Gall",2005,80932,10,"georgia",3,1,1,4,3,4,22,4,52,0,1,0,0,NA,0,0,"GA",11,"south",1,1
"933","Gall2005Aug22","Gall",2005,80933,10,"georgia",3,1,2,4,4,6,34,3,69,1,0,1,0,NA,1,1,"GA",11,"south",0,0
"934","Gall2005Aug22","Gall",2005,80934,19,"maryland",3,0,1,1,3,5,25,1,60,1,0,0,0,NA,0,0,"MD",21,"south",1,1
"935","Gall2005Aug22","Gall",2005,80935,20,"massachusetts",1,0,1,4,3,5,28,4,59,1,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"936","Gall2005Aug22","Gall",2005,80936,31,"new york",1,1,1,3,3,4,21,2,52,1,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"937","Gall2005Aug22","Gall",2005,80937,31,"new york",1,0,1,3,3,5,27,2,55,1,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"938","Gall2005Aug22","Gall",2005,80938,37,"pennsylvania",1,0,1,4,2,3,16,3,38,1,0,0,0,NA,0,0,"PA",39,"northeast",1,1
"939","Gall2005Aug22","Gall",2005,80939,37,"pennsylvania",1,0,1,4,3,4,22,4,53,0,0,0,0,NA,0,0,"PA",39,"northeast",1,1
"940","Gall2005Aug22","Gall",2005,80940,20,"massachusetts",1,1,1,4,3,5,28,3,63,0,0,0,0,NA,0,0,"MA",20,"northeast",1,1
"941","Gall2005Aug22","Gall",2005,80941,9,"florida",3,0,1,4,3,4,22,4,48,1,0,0,0,NA,0,0,"FL",10,"south",1,1
"942","Gall2005Aug22","Gall",2005,80942,32,"north carolina",3,1,1,4,3,4,22,4,51,1,0,0,0,NA,1,1,"NC",28,"south",0,0
"943","Gall2005Aug22","Gall",2005,80943,28,"new hampshire",1,0,1,1,1,1,1,1,18,1,0,0,0,NA,0,0,"NH",31,"northeast",1,1
"944","Gall2005Aug22","Gall",2005,80944,20,"massachusetts",1,1,2,4,1,2,10,4,25,1,0,1,0,NA,1,1,"MA",20,"northeast",0,0
"945","Gall2005Aug22","Gall",2005,80945,16,"kentucky",3,0,1,4,4,6,34,4,76,0,1,0,0,NA,0,0,"KY",18,"south",1,1
"946","Gall2005Aug22","Gall",2005,80946,45,"virginia",3,0,2,4,3,5,28,4,60,0,0,1,0,NA,0,0,"VA",46,"south",1,1
"947","Gall2005Aug22","Gall",2005,80947,39,"south carolina",3,1,1,4,3,4,22,3,45,0,1,0,0,NA,0,0,"SC",41,"south",1,1
"948","Gall2005Aug22","Gall",2005,80948,29,"new jersey",1,1,1,4,4,6,34,4,67,1,0,0,0,NA,1,1,"NJ",32,"northeast",0,0
"949","Gall2005Aug22","Gall",2005,80949,16,"kentucky",3,0,1,4,2,2,10,4,34,1,0,0,0,NA,1,1,"KY",18,"south",0,0
"950","Gall2005Aug22","Gall",2005,80950,45,"virginia",3,0,1,4,2,3,16,4,42,1,0,0,0,NA,0,0,"VA",46,"south",1,1
"951","Gall2005Aug22","Gall",2005,80951,35,"oklahoma",3,1,1,2,3,5,26,1,57,1,0,0,0,NA,0,0,"OK",37,"south",1,1
"952","Gall2005Aug22","Gall",2005,80952,45,"virginia",3,1,1,2,2,2,8,1,33,1,0,0,0,NA,1,1,"VA",46,"south",0,0
"953","Gall2005Aug22","Gall",2005,80953,37,"pennsylvania",1,1,1,4,3,4,22,3,53,0,0,0,0,NA,1,1,"PA",39,"northeast",0,0
"954","Gall2005Aug22","Gall",2005,80954,20,"massachusetts",1,1,1,4,2,2,10,4,33,1,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"955","Gall2005Aug22","Gall",2005,80955,45,"virginia",3,1,1,3,4,6,33,2,89,0,0,0,0,NA,0,0,"VA",46,"south",1,1
"956","Gall2005Aug22","Gall",2005,80956,10,"georgia",3,1,1,1,4,6,31,1,85,1,0,0,0,NA,0,0,"GA",11,"south",1,1
"957","Gall2005Aug22","Gall",2005,80957,18,"maine",1,1,1,4,4,6,34,3,72,0,1,0,0,NA,0,0,"ME",22,"northeast",1,1
"958","Gall2005Aug22","Gall",2005,80958,19,"maryland",3,0,1,4,3,5,28,4,57,1,0,0,0,NA,0,0,"MD",21,"south",1,1
"959","Gall2005Aug22","Gall",2005,80959,31,"new york",1,1,1,2,3,4,20,1,52,0,1,0,0,NA,1,1,"NY",35,"northeast",0,0
"960","Gall2005Aug22","Gall",2005,80960,29,"new jersey",1,1,1,2,3,5,26,1,63,1,0,0,0,NA,1,1,"NJ",32,"northeast",0,0
"961","Gall2005Aug22","Gall",2005,80961,9,"florida",3,0,1,4,3,5,28,4,58,0,0,0,0,NA,0,0,"FL",10,"south",1,1
"962","Gall2005Aug22","Gall",2005,80962,10,"georgia",3,1,1,3,4,6,33,2,66,0,1,0,0,NA,0,0,"GA",11,"south",1,1
"963","Gall2005Aug22","Gall",2005,80963,32,"north carolina",3,1,1,2,1,1,2,1,23,0,0,0,0,NA,1,1,"NC",28,"south",0,0
"964","Gall2005Aug22","Gall",2005,80964,37,"pennsylvania",1,1,1,4,4,6,34,4,71,0,1,0,0,NA,1,1,"PA",39,"northeast",0,0
"965","Gall2005Aug22","Gall",2005,80965,9,"florida",3,1,1,3,3,4,21,2,51,0,1,0,0,NA,0,0,"FL",10,"south",1,1
"966","Gall2005Aug22","Gall",2005,80966,19,"maryland",3,1,3,4,1,1,4,3,24,1,0,0,1,NA,1,1,"MD",21,"south",0,0
"967","Gall2005Aug22","Gall",2005,80967,10,"georgia",3,1,1,1,3,5,25,1,56,0,0,0,0,NA,0,0,"GA",11,"south",1,1
"968","Gall2005Aug22","Gall",2005,80968,9,"florida",3,0,3,2,1,1,2,1,20,0,1,0,1,NA,1,1,"FL",10,"south",0,0
"969","Gall2005Aug22","Gall",2005,80969,2,"arizona",4,1,1,3,1,2,9,2,28,1,0,0,0,NA,0,0,"AZ",4,"west",1,1
"970","Gall2005Aug22","Gall",2005,80970,46,"washington",4,0,1,3,4,6,33,2,73,1,0,0,0,NA,0,0,"WA",48,"west",1,1
"971","Gall2005Aug22","Gall",2005,80971,4,"california",4,0,1,3,3,4,21,2,54,0,0,0,0,NA,1,1,"CA",5,"west",0,0
"972","Gall2005Aug22","Gall",2005,80972,43,"utah",4,0,3,2,3,5,26,2,56,1,0,0,1,NA,1,1,"UT",45,"west",0,0
"973","Gall2005Aug22","Gall",2005,80973,4,"california",4,0,3,4,2,3,16,3,38,1,0,0,1,NA,0,0,"CA",5,"west",1,1
"974","Gall2005Aug22","Gall",2005,80974,30,"new mexico",4,0,1,4,4,6,34,4,67,0,1,0,0,NA,0,0,"NM",33,"west",1,1
"975","Gall2005Aug22","Gall",2005,80975,30,"new mexico",4,0,1,4,3,5,28,4,58,1,0,0,0,NA,1,1,"NM",33,"west",0,0
"976","Gall2005Aug22","Gall",2005,80976,4,"california",4,0,1,3,4,6,33,2,84,1,0,0,0,NA,1,1,"CA",5,"west",0,0
"977","Gall2005Aug22","Gall",2005,80977,4,"california",4,1,1,4,4,6,34,3,79,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"978","Gall2005Aug22","Gall",2005,80978,4,"california",4,1,1,2,3,5,26,1,63,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"979","Gall2005Aug22","Gall",2005,80979,46,"washington",4,0,1,4,1,2,10,4,27,1,0,0,0,NA,1,1,"WA",48,"west",0,0
"980","Gall2005Aug22","Gall",2005,80980,27,"nevada",4,0,1,3,3,4,21,2,54,0,1,0,0,NA,0,0,"NV",34,"west",1,1
"981","Gall2005Aug22","Gall",2005,80981,4,"california",4,1,3,2,3,4,20,1,46,0,0,0,1,NA,0,0,"CA",5,"west",1,1
"982","Gall2005Aug22","Gall",2005,80982,16,"kentucky",3,1,1,2,3,5,26,1,61,0,1,0,0,NA,0,0,"KY",18,"south",1,1
"983","Gall2005Aug22","Gall",2005,80983,4,"california",4,0,1,2,2,3,14,1,41,0,1,0,0,NA,0,0,"CA",5,"west",1,1
